
="",="(1)",="",="",="",="",=""
="",="",="",="",="",="",=""
="",="1",="2",="3",="4",="5",="Total"

="age_1",="0.557",="0",="0",="0.0793",="0.00483",="0.124"
="",="0.00589",="0",="0",="0.00428",="0.00483",="0.00178"

="age_2",="0.438",="0.0649",="0",="0.0494",="0",="0.140"
="",="0.00589",="0.00162",="0",="0.00344",="0",="0.00187"

="age_3",="0.00422",="0.158",="0",="0.0281",="0",="0.110"
="",="0.000770",="0.00240",="0",="0.00262",="0",="0.00169"

="age_4",="0.000422",="0.103",="0",="0.0331",="0.00483",="0.0732"
="",="0.000244",="0.00200",="0",="0.00284",="0.00483",="0.00141"

="age_5",="0.000141",="0.0827",="0",="0.0306",="0.0338",="0.0592"
="",="0.000141",="0.00181",="0",="0.00273",="0.0126",="0.00127"

="age_6",="0",="0.0845",="0",="0.0324",="0.0338",="0.0606"
="",="0",="0.00183",="0",="0.00280",="0.0126",="0.00129"

="age_7",="0",="0.0809",="0.0333",="0.0392",="0.0725",="0.0593"
="",="0",="0.00180",="0.0333",="0.00307",="0.0181",="0.00127"

="age_8",="0",="0.0774",="0",="0.0469",="0.0821",="0.0578"
="",="0",="0.00176",="0",="0.00335",="0.0191",="0.00126"

="age_9",="0",="0.0734",="0.0333",="0.0638",="0.0918",="0.0572"
="",="0",="0.00172",="0.0333",="0.00387",="0.0201",="0.00125"

="age_10",="0",="0.0709",="0.0333",="0.0841",="0.126",="0.0581"
="",="0",="0.00169",="0.0333",="0.00440",="0.0231",="0.00126"

="age_11",="0",="0.0771",="0.233",="0.138",="0.203",="0.0691"
="",="0",="0.00176",="0.0785",="0.00546",="0.0280",="0.00137"

="age_12",="0",="0.0529",="0.267",="0.115",="0.130",="0.0499"
="",="0",="0.00147",="0.0821",="0.00506",="0.0235",="0.00117"

="age_13",="0",="0.0332",="0.100",="0.103",="0.0773",="0.0348"
="",="0",="0.00118",="0.0557",="0.00481",="0.0186",="0.000988"

="age_14",="0",="0.0406",="0.300",="0.157",="0.140",="0.0466"
="",="0",="0.00130",="0.0851",="0.00577",="0.0242",="0.00114"

="N",="34360",="",="",="",="",=""

