id,w,division,type
04086,8491.79,10,2
04087,6900.46,10,5
04088,11471.75,5,5
04089,10052.36,2,5
04090,4751.97,4,2
04091,2908.79,4,2
04092,7562.5,10,2
04093,14727.35,3,2
04094,16272.05,2,2
04095,10249.22,7,2
04096,11465.61,5,2
04097,13496.56,5,2
04098,9407.05,6,2
04099,7088.75,4,1
04100,35769.04,7,2
04101,6767.42,10,2
04102,15518.26,3,4
04103,12271.24,5,5
04104,7955.4,2,2
04105,13035.57,7,5
04106,4294.15,1,5
04107,7846.75,7,4
04108,10416.34,7,2
04109,3286.37,4,2
04110,10281.89,2,5
04111,9131.57,10,2
04112,10491.68,10,5
04113,11308.98,10,2
04114,15676.37,5,2
04115,12584.17,10,5
04116,16186.35,3,2
04117,8133.28,7,5
04118,4634.22,4,2
04119,8639.69,3,2
04120,9979.94,7,2
04121,15220.05,3,2
04122,5629.1,1,2
04123,21693.37,2,2
04124,9340.6,10,5
04125,5991.05,5,2
04126,6800.58,5,2
04127,19924.97,5,1
04128,6171.51,10,2
04129,4423.38,1,3
04130,9230.35,5,1
04131,5991.05,5,2
04132,10310.21,5,2
04133,6193.32,10,2
04134,14259.23,3,2
04135,16951.04,2,2
04136,7971.14,4,2
04137,7937.43,7,2
04138,15966.07,5,2
04139,9620.35,9,1
04140,6035.85,4,5
04141,6821.06,10,2
04142,6090.66,10,2
04143,10576.37,9,2
04144,8122.52,10,5
04145,21478.82,5,1
04146,10491.68,10,5
04147,2814.88,4,2
04148,10317.95,3,2
04149,21059.78,9,1
04150,7604.88,7,2
04151,6800.58,5,2
04152,4793.65,1,4
04153,4554.93,1,2
04154,6553.04,10,3
04155,7503.02,10,2
04156,13117.18,3,2
04157,16272.05,2,2
04158,6996.13,5,2
04159,8890.68,7,2
04160,13588.04,6,2
04161,11067.09,10,5
04162,21693.37,2,2
04163,11475.38,9,2
04164,10602.23,6,5
04165,7313.35,10,2
04166,19177.04,3,2
04167,7960.93,3,2
04168,4232.49,4,2
04169,9156.21,10,5
04170,8191.98,1,5
04171,17477.32,7,1
04172,3667.82,4,5
04173,10249.22,7,2
04174,7924.05,5,1
04175,9539.45,9,2
04176,6471.9,1,2
04177,16665.23,7,5
04178,10255.94,7,5
04179,9844.42,9,4
04180,11568.4,5,2
04181,5621.06,4,2
04182,6589.14,10,2
04183,17296.16,3,5
04184,2673.74,4,2
04185,13069.73,10,5
04186,13480.8,7,2
04187,8579.95,5,2
04188,13046.4,10,2
04189,7131.08,10,2
04190,6297.04,5,2
04191,6240.95,1,2
04192,6038.37,1,5
04193,20875.68,3,2
04194,14259.23,3,2
04195,9907.82,5,1
04196,6596.35,10,2
04197,2935.68,4,2
04198,6612.77,5,2
04199,11141.99,5,3
04200,12015.31,5,5
04201,12421.43,5,2
04202,7595.51,1,2
04203,13175.74,3,2
04204,2994.56,4,2
04205,5128.66,8,2
04206,4132.53,4,2
04207,12055.55,5,2
04208,9121.98,2,4
04209,8345.55,7,2
04210,2599.86,4,2
04211,7955.4,2,2
04212,4310.36,1,5
04213,19177.03,3,2
04214,7169.31,10,2
04215,7169.31,10,2
04216,9981.16,1,5
04217,7209.57,5,3
04218,7401.83,10,2
04219,11145.47,6,1
04220,14918.45,5,2
04221,7621.27,10,1
04222,25928.97,9,2
04223,5910.58,10,3
04224,7489.17,7,2
04225,7313.35,10,2
04226,6653.14,10,3
04227,7580.19,5,2
04228,7169.31,10,2
04229,6506.71,5,2
04230,4081.17,1,5
04231,7595.52,1,2
04232,8834.46,5,2
04233,7914.27,4,2
04234,9760.39,7,5
04235,9265.34,5,5
04236,8377.36,1,4
04237,21639.83,5,1
04238,11036.74,5,2
04239,6596.35,10,2
04240,11849.23,2,3
04241,12577.62,8,2
04242,8833.6,1,5
04243,4697.21,4,2
04244,13631.2,5,2
04245,11836.4,2,2
04246,9986.67,6,2
04247,4135.53,1,2
04248,6259.89,1,4
04249,6297.04,5,2
04250,7164.33,5,2
04251,12584.17,10,5
04252,17619.21,2,2
04253,18597,5,2
04254,8482.51,10,2
04255,5408.13,4,2
04256,7549.59,6,2
04257,7305.37,10,2
04258,4316.13,4,2
04259,4406.75,1,3
04260,12659.75,7,2
04261,4697.21,4,2
04262,2566.03,4,2
04263,5388.83,4,2
04264,7303,7,5
04265,8064.03,5,2
04266,11849.23,2,3
04267,8046.19,6,2
04268,7264.47,10,2
04269,10249.22,7,2
04270,7421.94,5,2
04271,12120.75,6,5
04272,9535.68,10,4
04273,27791.03,6,2
04274,8218.57,7,2
04275,7854.16,1,2
04276,15360.89,5,5
04277,4680.78,4,5
04278,15075.45,7,2
04279,12616.43,10,2
04280,2778.26,4,2
04281,5629.1,1,2
04282,10612.62,2,5
04283,14057.43,3,2
04284,5414.54,1,2
04285,19887,7,2
04286,8218.57,7,2
04287,10602.98,10,2
04288,8605.81,5,2
04289,8345.55,7,2
04290,9726.1,7,5
04291,37261.45,8,1
04292,9445.64,2,2
04293,11463.74,3,2
04294,4388.98,4,2
04295,10602.23,6,5
04296,15767.77,5,5
04297,4751.97,4,2
04298,7862.34,2,2
04299,14727.35,3,2
04300,7530.25,5,2
04301,4491.8,4,2
04302,7951.52,10,2
04303,14687.99,2,2
04304,16178.31,3,1
04305,5334.31,1,2
04306,12679.94,3,2
04307,5629.1,1,2
04308,3909.18,4,2
04309,25015.6,1,5
04310,8710.48,7,2
04311,11002.04,5,2
04312,9244.79,4,2
04313,17711.62,5,2
04314,9539.46,9,2
04315,14733.41,3,2
04316,5600.99,8,2
04317,7938.7,5,5
04318,10576.37,9,2
04319,7056.97,10,3
04320,11079.56,10,5
04321,9511.16,9,2
04322,10560.97,6,2
04323,14281.55,5,1
04324,11150.18,2,2
04325,7131.08,10,2
04326,10011.77,6,2
04327,12478.77,7,1
04328,8678.29,5,1
04329,10062.81,2,5
04330,13117.18,3,2
04331,7577.54,7,2
04332,6273.8,8,2
04333,13894.74,5,2
04334,5114.42,4,5
04335,6506.71,5,2
04336,16120.88,7,2
04337,5991.05,5,2
04338,10734.46,2,2
04339,7549.59,6,2
04340,8244.45,10,2
04341,8122.52,10,5
04342,10317.96,3,2
04343,4251.03,1,1
04344,8788.48,9,2
04345,12606,2,3
04346,11079.64,6,2
04347,7264.47,10,2
04348,3715.51,8,3
04349,17543.66,2,2
04350,12415.82,5,5
04351,11076.59,9,2
04352,10013.3,1,4
04353,12469.42,6,2
04354,10123.97,10,4
04355,6230.23,4,2
04356,2935.68,4,2
04357,5601.8,5,4
04358,9655.48,5,1
04359,10382.89,7,1
04360,7562.5,10,2
04361,18288.31,7,5
04362,16774.86,6,1
04363,15431.34,2,2
04364,7659.21,5,2
04365,9909.89,2,5
04366,14727.35,3,2
04367,8781.08,10,2
04368,3912.87,1,2
04369,4158.7,8,3
04370,10576.37,9,2
04371,18001.17,5,5
04372,7169.31,10,2
04373,19449.52,7,5
04374,9471.5,1,4
04375,11886.5,8,1
04376,6576.85,7,2
04377,6477.45,1,2
04378,12355.1,6,5
04379,6049.8,4,5
04380,12606.01,2,3
04381,2913.74,4,2
04382,17840.08,5,2
04383,6717.35,4,2
04384,7305.36,10,2
04385,8500.6,10,5
04386,16090.1,3,2
04387,20041.41,2,2
04388,3795,4,5
04389,4224,4,2
04390,2814.88,4,2
04391,7016.4,5,5
04392,6297.04,5,2
04393,6120.16,1,2
04394,15376.07,3,2
04395,7411.87,2,5
04396,8620.52,6,2
04397,15482.19,6,2
04398,6267.95,5,2
04399,14727.35,3,2
04400,16615.87,5,2
04401,7326.18,10,5
04402,4751.97,4,2
04403,11126.2,3,2
04404,11960.44,7,1
04405,14797.17,3,2
04406,7827.84,7,2
04407,12883.76,9,1
04408,5403.9,9,5
04409,9651.72,6,2
04410,8171.47,2,5
04411,7553.73,2,4
04412,6540.32,5,2
04413,8458.37,5,2
04414,4786.03,2,3
04415,13117.18,3,2
04416,5616.94,1,5
04417,7492.52,5,3
04418,10657.52,5,5
04419,6557.74,5,2
04420,12367.41,10,5
04421,12367.41,10,5
04422,9620.35,9,1
04423,11925.04,10,2
04424,7634.59,7,5
04425,3671.37,4,3
04426,2404.48,4,3
04427,2742.57,4,2
04428,4079.98,4,3
04429,16350.91,3,2
04430,13533.47,7,5
04431,7209.62,4,4
04432,2618,4,3
04433,4132.61,1,2
04434,10166.72,9,2
04435,21435.41,10,4
04436,5717.72,10,3
04437,7133.12,7,2
04438,6049.8,4,5
04439,5756.09,4,2
04440,7489.17,7,2
04441,11849.24,2,3
04442,2566.03,4,2
04443,9539.45,9,2
04444,4224,4,2
04445,24768.44,6,2
04446,7742.86,2,2
04447,8572.17,6,2
04448,13331.54,7,2
04449,12265.39,6,2
04450,15282.88,6,1
04451,4751.97,4,2
04452,17761.78,3,2
04453,15220.05,3,2
04454,7620.12,10,2
04455,3815.11,10,2
04456,7553.73,2,4
04457,6873.74,5,2
04458,6297.04,5,2
04459,29412.13,3,5
04460,32594.54,7,2
04461,7537.76,10,2
04462,22024.12,5,1
04463,7131.08,10,2
04464,8586.65,4,1
04465,6821.06,10,2
04466,6822.46,10,4
04467,16122.13,3,4
04468,23066.45,3,5
04469,9170.44,6,2
04470,6583.36,5,5
04471,4224,4,2
04472,12046.39,3,2
04473,8187.63,5,2
04474,17420.83,3,2
04475,14682.21,2,5
04476,17609.87,2,2
04477,6297.04,5,2
04478,9263.27,10,2
04479,8885.09,6,2
04480,17630.66,6,1
04481,7337.77,7,4
04482,8885.09,6,2
04483,7169.31,10,2
04484,7305.37,10,2
04485,34738.58,7,2
04486,8885.09,6,2
04487,2814.88,4,2
04488,10028.53,5,3
04489,6540.32,5,2
04490,9022.5,10,5
04491,3973.25,1,2
04492,6256.73,10,2
04493,11849.23,2,3
04494,8040.37,9,3
04495,3314.05,4,5
04496,4193.99,4,2
04497,6276.51,10,3
04498,15489.58,2,2
04499,14249.47,7,2
04500,12283.89,10,5
04501,9937.56,2,2
04502,4197.34,1,2
04503,7303,7,5
04504,5954.04,10,4
04505,2935.68,4,2
04506,4133.56,1,2
04507,7229.76,2,2
04508,9539.46,9,2
04509,12948.2,5,2
04510,4751.97,4,2
04511,13037.6,5,5
04512,9867.72,10,5
04513,7784.79,7,2
04514,4151.13,1,2
04515,9169.97,9,2
04516,4151.13,1,2
04517,4724.46,1,4
04518,7122.72,2,2
04519,7604.88,7,2
04520,6800.58,5,2
04521,4559.17,8,2
04522,4559.17,8,2
04523,16847.45,3,2
04524,10153.14,5,3
04525,6893.97,7,5
04526,8122.52,10,5
04527,6557.73,5,2
04528,9539.46,9,2
04529,7169.31,10,2
04530,10155.39,2,5
04531,9563.45,10,2
04532,6552.24,5,2
04533,6139.28,4,2
04534,8133.28,7,5
04535,13501.6,6,2
04536,10325.43,7,3
04537,17761.78,3,2
04538,9433.48,5,5
04539,8345.55,7,2
04540,10576.37,9,2
04541,8244.45,10,2
04542,6900.46,10,5
04543,8465.65,3,2
04544,5414.54,1,2
04545,17411.45,2,5
04546,6054.97,5,2
04547,11330.03,8,2
04548,13483.85,3,2
04549,9673.87,5,2
04550,13035.57,7,5
04551,5414.54,1,2
04552,8338.14,2,2
04553,8936.76,10,5
04554,8284.87,6,2
04555,4569.52,4,3
04556,12294.51,10,2
04557,14025.73,5,2
04558,3242.22,4,2
04559,17230.63,3,2
04560,3149.36,4,2
04561,15658.49,3,2
04562,10063.59,6,2
04563,8122.52,10,5
04564,4697.21,4,2
04565,4345.53,8,1
04566,8787.33,10,5
04567,4196.38,1,2
04568,7727.97,10,5
04569,17268.27,3,2
04570,5629.1,1,2
04571,8393.98,10,2
04572,8405.11,5,2
04573,5350.61,2,3
04574,9673.88,5,2
04575,7962.72,3,2
04576,10921.71,7,2
04577,14495.67,5,4
04578,5589.54,5,4
04579,10024.27,2,5
04580,5414.54,1,2
04581,6165.75,5,2
04582,16233.98,2,5
04583,12582.29,5,2
04584,3973.25,1,2
04585,7093.98,10,2
04586,19177.04,3,2
04587,4052.69,1,2
04588,13331.54,7,2
04589,17268.27,3,2
04590,13757.85,10,5
04591,8610.75,5,4
04592,6792.48,5,2
04593,7341.32,2,2
04594,6270.36,10,4
04595,3209.59,1,1
04596,6027.16,1,2
04597,16390.04,2,4
04598,21180.89,2,2
04599,8064.03,5,2
04600,4963.08,4,2
04601,7827.84,7,2
04602,12476.45,2,5
04603,6878.41,5,2
04604,6885.93,7,3
04605,15254.19,2,2
04606,12469.42,6,2
04607,9853.2,6,4
04608,4133.56,1,2
04609,9673.87,5,2
04610,3815.11,10,2
04611,9986.67,6,2
04612,8787.68,5,2
04613,15966.07,5,2
04614,11079.64,6,2
04615,7951.52,10,2
04616,8105.12,7,2
04617,6766.63,2,5
04618,6118.25,5,4
04619,12828.67,3,2
04620,3909.18,4,2
04621,18915.75,2,1
04622,8710.48,7,2
04623,7718.02,7,2
04624,8877.69,10,2
04625,10189.02,6,2
04626,14615.7,3,2
04627,7169.31,10,2
04628,6687.72,8,2
04629,7745.68,4,2
04630,4912.4,8,2
04631,4357.04,8,2
04632,11437.5,2,4
04633,7489.17,7,2
04634,17030.5,2,2
04635,5976.72,1,2
04636,6900.46,10,5
04637,33453.16,8,2
04638,6553.04,10,3
04639,13331.55,7,2
04640,7326.18,10,5
04641,11095.84,9,1
04642,11126.2,3,2
04643,10550.9,9,2
04644,10625.15,6,2
04645,6792.34,4,5
04646,4232.49,4,2
04647,17704.09,3,2
04648,6466.42,10,2
04649,4927.9,10,2
04650,6118.04,4,5
04651,18273.43,3,2
04652,10114.86,5,2
04653,8326.85,9,2
04654,5260.85,5,3
04655,11076.59,9,2
04656,8458.37,5,2
04657,8862.19,7,5
04658,5486.14,1,5
04659,6297.04,5,2
04660,2742.57,4,2
04661,4996.53,4,2
04662,7093.98,10,2
04663,7549.59,6,2
04664,5414.54,1,2
04665,2814.88,4,2
04666,6612.03,10,4
04667,11538.66,5,4
04668,7542.02,10,2
04669,7960.93,3,2
04670,11613.6,5,5
04671,6858.53,10,2
04672,9229.51,7,2
04673,6792.48,5,2
04674,2676.1,4,2
04675,6004.19,5,2
04676,13197.74,7,3
04677,9828.09,7,2
04678,6905.04,7,2
04679,7164.22,10,3
04680,9773.66,6,2
04681,3775.49,4,4
04682,6443.75,5,5
04683,5248.29,4,5
04684,8562.8,5,2
04685,4402.72,1,5
04686,4610.74,8,3
04687,7811.37,5,5
04688,7136.88,10,2
04689,8542.97,7,2
04690,20120.89,3,5
04691,7955.4,2,2
04692,15253.92,5,2
04693,7016.4,5,5
04694,9463.07,10,5
04695,7634.59,7,5
04696,10122.06,3,4
04697,15489.57,2,2
04698,9844.42,9,4
04699,7577.54,7,2
04700,6090.67,10,2
04701,6014.45,5,5
04702,3286.37,4,2
04703,8345.55,7,2
04704,12629.22,6,2
04705,7364.81,2,2
04706,6800.58,5,2
04707,8613.08,2,4
04708,6557.74,5,2
04709,10249.23,7,2
04710,6506.7,5,2
04711,8506.67,10,5
04712,7264.47,10,2
04713,6540.32,5,2
04714,11471.75,5,5
04715,12321.91,9,2
04716,6297.04,5,2
04717,7169.31,10,2
04718,8383.81,2,3
04719,8257.24,5,2
04720,8890.67,7,2
04721,13085.77,5,4
04722,8171.47,2,5
04723,7495.67,7,2
04724,9396.77,5,2
04725,7562.5,10,2
04726,14293.97,2,2
04727,8050.41,5,2
04728,4232.49,4,2
04729,2778.26,4,2
04730,11973.03,3,2
04731,7169.31,10,2
04732,5972.38,4,3
04733,3487.09,4,4
04734,19373.83,7,2
04735,7305.68,10,2
04736,6062.75,7,3
04737,4812.84,1,4
04738,7851.73,5,5
04739,7551.83,6,3
04740,7664.17,10,1
04741,6589.14,10,2
04742,6506.71,5,2
04743,6798.75,10,2
04744,8205.6,5,2
04745,9742.49,10,5
04746,7169.31,10,2
04747,3034.03,4,2
04748,34738.58,7,2
04749,38195.03,3,2
04750,6612.77,5,2
04751,4193.99,4,2
04752,10616.05,5,2
04753,3149.36,4,2
04754,7217.39,7,2
04755,8465.64,3,2
04756,2969.4,4,2
04757,8244.45,10,2
04758,13872.46,5,1
04759,7401.83,10,2
04760,13737.5,7,2
04761,7033.04,7,2
04762,12679.94,3,2
04763,7059.12,10,3
04764,8781.08,10,2
04765,11364.48,2,2
04766,9718.81,1,5
04767,19400.43,10,2
04768,7659.16,5,2
04769,5806.7,10,3
04770,4232.49,4,2
04771,8639.69,3,2
04772,6252.35,5,2
04773,6577.84,5,5
04774,7232.63,2,2
04775,8085.78,10,5
04776,9396.77,5,2
04777,8345.55,7,2
04778,9986.67,6,2
04779,16772.53,5,2
04780,6027.65,5,5
04781,18655.69,3,3
04782,2935.68,4,2
04783,7955.4,2,2
04784,12581.56,3,2
04785,17342.27,2,2
04786,9412.63,5,3
04787,7926.08,2,4
04788,3735.16,4,2
04789,9056.08,9,4
04790,9105.89,2,5
04791,13155.68,8,2
04792,8435.02,10,2
04793,2855.87,4,3
04794,11079.64,6,2
04795,22872.55,2,2
04796,19823.36,3,5
04797,9643.12,3,2
04798,15588.45,7,5
04799,8744.52,7,5
04800,6814.27,1,2
04801,15163.25,3,2
04802,4559.17,8,2
04803,14293.97,2,2
04804,6787.05,7,4
04805,11181.37,6,2
04806,18749.33,3,5
04807,8326.85,9,2
04808,11330.02,8,2
04809,4697.21,4,2
04810,5790.87,5,3
04811,4875.64,8,2
04812,8735.83,9,1
04813,9102.5,5,1
04814,7169.31,10,2
04815,6466.42,10,2
04816,2908.79,4,2
04817,3110,5,2
04818,8649.2,5,5
04819,22024.12,5,1
04820,6552.24,5,2
04821,8991.67,2,5
04822,14615.7,3,2
04823,6905.04,7,2
04824,16986.62,3,5
04825,3149.36,4,2
04826,6050.4,8,2
04827,15887.64,2,2
04828,14918.45,5,2
04829,6904.97,5,2
04830,10845.2,3,2
04831,5629.1,1,2
04832,5599.82,4,4
04833,8997.11,5,5
04834,7177.31,5,2
04835,8345.55,7,2
04836,7842,5,2
04837,16729.41,5,4
04838,13918.65,5,4
04839,12467.94,3,5
04840,6466.42,10,2
04841,4811.74,1,4
04842,4750.85,1,5
04843,13117.18,3,2
04844,10990.73,6,5
04845,8345.55,7,2
04846,9546.48,7,2
04847,6540.32,5,2
04848,8218.57,7,2
04849,6297.04,5,2
04850,6932.01,7,5
04851,8572.17,6,2
04852,9285.42,7,4
04853,9909.89,2,5
04854,7595.51,1,2
04855,7326.18,10,5
04856,14521.45,5,1
04857,13588.04,6,2
04858,7140.04,10,4
04859,11350.46,2,3
04860,6256.74,10,2
04861,13889.24,3,2
04862,4751.97,4,2
04863,4132.53,4,2
04864,8050.41,5,2
04865,9407.05,6,2
04866,7955.39,2,2
04867,6267.95,5,2
04868,22136.04,8,2
04869,15489.58,2,2
04870,14629.95,7,2
04871,7033.04,7,2
04872,33453.17,8,2
04873,7131.08,10,2
04874,5717.72,10,3
04875,4751.97,4,2
04876,3241.58,4,2
04877,15623.27,2,2
04878,6035.85,4,5
04879,7909.97,2,2
04880,4232.49,4,2
04881,8276.66,10,5
04882,7229.76,2,2
04883,6011.82,8,2
04884,6471.9,1,2
04885,7204.59,5,2
04886,2935.68,4,2
04887,18820.14,5,2
04888,10046.55,7,5
04889,12550.17,2,2
04890,14249.48,7,2
04891,7110.94,10,2
04892,8324.53,10,2
04893,6912.44,2,2
04894,4751.97,4,2
04895,8439.71,10,1
04896,10270.16,10,2
04897,9691.5,10,2
04898,6062.75,7,3
04899,4554.93,1,2
04900,4224,4,2
04901,6090.67,10,2
04902,5929.24,5,2
04903,31467.72,2,2
04904,6861.29,5,2
04905,7313.36,10,2
04906,9620.54,5,3
04907,12661.57,5,2
04908,13574.03,5,4
04909,7049.08,4,2
04910,7955.4,2,2
04911,16443.5,3,5
04912,9643.12,3,2
04913,15746.31,3,3
04914,16838.06,5,5
04915,18088.58,10,2
04916,5267.13,5,3
04917,6867.14,7,2
04918,10669.31,7,2
04919,4057.65,1,2
04920,15966.07,5,2
04921,4052.69,1,2
04922,13788.07,7,1
04923,9401.19,10,2
04924,4057.65,1,2
04925,8568.82,4,2
04926,10249.23,7,2
04927,12550.18,2,2
04928,4751.97,4,2
04929,8133.28,7,5
04930,10033.16,10,1
04931,6193.32,10,2
04932,14390.54,2,4
04933,9986.59,2,5
04934,15075.45,7,2
04935,6252.35,5,2
04936,14911.43,6,2
04937,10219.22,8,2
04938,2993.34,4,2
04939,11032.08,8,5
04940,6399.14,5,2
04941,10560.97,6,2
04942,7232.63,2,2
04943,7164.22,10,3
04944,8244.45,10,2
04945,12810.12,3,2
04946,6027.65,5,5
04947,2778.26,4,2
04948,6118.25,5,4
04949,7955.4,2,2
04950,3049.41,1,3
04951,3409.68,4,2
04952,11330.02,8,2
04953,8284.87,6,2
04954,15075.45,7,2
04955,6932.01,7,5
04956,7834.5,2,2
04957,4193.99,4,2
04958,7938.14,7,3
04959,6206.52,10,2
04960,8423.05,6,4
04961,4559.17,8,2
04962,12359.46,2,2
04963,14589.82,5,5
04964,8710.48,7,2
04965,7489.17,7,2
04966,7718.02,7,2
04967,9649.12,10,5
04968,2913.74,4,2
04969,5629.1,1,2
04970,6904.97,5,2
04971,29148.28,3,2
04972,4751.97,4,2
04973,6297.04,5,2
04974,8122.52,10,5
04975,9062.26,6,4
04976,15864.35,2,2
04977,16718.69,2,3
04978,2742.57,4,2
04979,11330.02,8,2
04980,7559.64,2,2
04981,27260.36,2,4
04982,9516.48,9,2
04983,10227.7,9,1
04984,8101.63,7,2
04985,5053.24,4,2
04986,14989.19,9,1
04987,9263.26,10,2
04988,16028.44,5,5
04989,7169.31,10,2
04990,12582.29,5,2
04991,18613.77,9,2
04992,7577.54,7,2
04993,20576.97,3,2
04994,7951.52,10,2
04995,10410.9,2,5
04996,4345.53,8,1
04997,9229.28,5,2
04998,9673.87,5,2
04999,7305.68,10,2
05000,12991.59,7,2
05001,4357.04,8,2
05002,13492.5,7,2
05003,5128.66,8,2
05004,6506.71,5,2
05005,7348.35,5,2
05006,6792.34,4,5
05007,8500.6,10,5
05008,7303,7,5
05009,7955.39,2,2
05010,19500.09,3,5
05011,17609.87,2,2
05012,15075.45,7,2
05013,11838.59,7,2
05014,11475.23,2,5
05015,6165.75,5,2
05016,8345.55,7,2
05017,15440.36,9,5
05018,8122.52,10,5
05019,7326.18,10,5
05020,17905.83,9,4
05021,7169.31,10,2
05022,6471.21,10,3
05023,9396.76,5,2
05024,22756.57,3,5
05025,9244.79,4,2
05026,13294.51,7,4
05027,4697.21,4,2
05028,4197.34,1,2
05029,17503.41,3,2
05030,8014.27,7,5
05031,9235.94,4,2
05032,5414.54,1,2
05033,10845.2,3,2
05034,14976.74,5,5
05035,32594.54,7,2
05036,6301.16,4,1
05037,7742.86,2,2
05038,7169.31,10,2
05039,7305.68,10,2
05040,6905.04,7,2
05041,7707.69,5,2
05042,11330.02,8,2
05043,5388.83,4,2
05044,8101.63,7,2
05045,8296.86,7,2
05046,19177.04,3,2
05047,7577.54,7,2
05048,3487.09,4,4
05049,7169.31,10,2
05050,16137.48,3,2
05051,7196.64,10,4
05052,6389.81,10,1
05053,5385.31,1,2
05054,5370.68,4,4
05055,10025.35,8,3
05056,6540.32,5,2
05057,9263.27,10,2
05058,8949.5,4,2
05059,7960.93,3,2
05060,6494.11,1,4
05061,17704.09,3,2
05062,6986.17,4,2
05063,14499.57,3,3
05064,11638.26,1,2
05065,7217.39,7,2
05066,5313.71,4,2
05067,8710.48,7,2
05068,11769.69,6,5
05069,8724.99,10,2
05070,7530.25,5,2
05071,2944.32,1,3
05072,1967.34,8,2
05073,7145.86,5,4
05074,7164.33,5,2
05075,7114.25,4,5
05076,6297.04,5,2
05077,14918.45,5,2
05078,2969.4,4,2
05079,18285.87,2,3
05080,12760.58,3,3
05081,6900.46,10,5
05082,7429.07,2,5
05083,2566.03,4,2
05084,15489.57,2,2
05085,14873.96,7,4
05086,6509.85,5,3
05087,12015.31,5,5
05088,13918.65,5,4
05089,3394.55,4,2
05090,4811.74,1,4
05091,8572.17,6,2
05092,7937.43,7,2
05093,15322.1,3,5
05094,17491.07,2,4
05095,3969.46,4,5
05096,10219.8,3,2
05097,10081.23,5,2
05098,8458.37,5,2
05099,20900.54,2,2
05100,12792.16,5,4
05101,18088.17,2,5
05102,8056.39,10,5
05103,10834.98,10,5
05104,5242.41,2,3
05105,7131.08,10,2
05106,7962.72,3,2
05107,13742.21,5,1
05108,7604.88,7,2
05109,6997.04,5,2
05110,9244.79,4,2
05111,7862.34,2,2
05112,17342.26,2,2
05113,9229.51,7,2
05114,14727.35,3,2
05115,7598.35,2,5
05116,21304.46,3,5
05117,9713.22,6,2
05118,5791.91,4,2
05119,5878.4,5,2
05120,4751.97,4,2
05121,15921.21,3,5
05122,4286.3,1,2
05123,15542.33,3,2
05124,10382.89,7,1
05125,13553.1,6,4
05126,15578.37,10,2
05127,9229.28,5,2
05128,12272.8,2,4
05129,7420.94,1,4
05130,11497.32,2,4
05131,7742.86,2,2
05132,7577.54,7,2
05133,10062.81,2,5
05134,6692.22,10,3
05135,10731.45,2,5
05136,10763.3,3,4
05137,6653.39,1,5
05138,6948.17,10,2
05139,9583.78,7,5
05140,3154.08,4,3
05141,14025.73,5,2
05142,10980.05,10,5
05143,7503.02,10,2
05144,8029.07,5,4
05145,6995.53,10,3
05146,2599.86,4,2
05147,10270.16,10,2
05148,15864.35,2,2
05149,6589.42,10,2
05150,5795.56,1,5
05151,11571.11,5,2
05152,10491.42,2,2
05153,13499.24,3,2
05154,9336.47,7,5
05155,7093.98,10,2
05156,33453.17,8,2
05157,7364.81,2,2
05158,10659.22,6,2
05159,8101.63,7,2
05160,11968.55,5,2
05161,7995.94,4,4
05162,7326.18,10,5
05163,14025.74,5,2
05164,11795.05,10,2
05165,8637.11,9,2
05166,8372.17,6,2
05167,4088.05,1,2
05168,6032.4,1,5
05169,7715.6,2,5
05170,7326.18,10,5
05171,11465.61,5,2
05172,13645.38,5,1
05173,16752.8,2,5
05174,6873.74,5,2
05175,8122.52,10,5
05176,12661.58,5,2
05177,34189.02,5,2
05178,13175.74,3,2
05179,20580.4,3,4
05180,7715.6,2,5
05181,10616.05,5,2
05182,8037.18,10,5
05183,2742.57,4,2
05184,9695.1,10,1
05185,8572.17,6,2
05186,19436.76,2,4
05187,7816.17,1,2
05188,9070.83,7,4
05189,8657.43,4,5
05190,18703.56,7,2
05191,10294,10,4
05192,9041.12,1,2
05193,11925.04,10,2
05194,16004.67,7,5
05195,23239.75,6,2
05196,7420.45,8,3
05197,6792.48,5,2
05198,8668.11,10,5
05199,21478.81,5,1
05200,7364.81,2,2
05201,5242.41,2,3
05202,7097.24,1,2
05203,5629.1,1,2
05204,8775.31,4,5
05205,5067.91,4,5
05206,8345.55,7,2
05207,6139.28,4,2
05208,9516.48,9,2
05209,5929.24,5,2
05210,4473.19,10,4
05211,11447.94,5,2
05212,13971.4,5,2
05213,3671.37,4,3
05214,6854.99,1,5
05215,7837.84,10,4
05216,5929.23,5,2
05217,10965.78,2,2
05218,6861.29,5,2
05219,8983.36,2,4
05220,12550.17,2,2
05221,6343.75,10,3
05222,3149.36,4,2
05223,11362.76,6,2
05224,4559.17,8,2
05225,2599.86,4,2
05226,13109.1,5,2
05227,8754.92,10,2
05228,10290.61,5,1
05229,14012.4,2,3
05230,8122.52,10,5
05231,7313.35,10,2
05232,16914.46,9,2
05233,7212.12,1,4
05234,9121.98,2,4
05235,2986.71,4,5
05236,3421.72,4,4
05237,12469.96,5,5
05238,9886.85,2,2
05239,3474.34,8,3
05240,7571.03,10,2
05241,7148.18,5,3
05242,7934.09,1,4
05243,6792.34,4,5
05244,7951.52,10,2
05245,6905.04,7,2
05246,10576.38,9,2
05247,7525.33,2,4
05248,11804.93,9,2
05249,15966.07,5,2
05250,12206.23,10,2
05251,7136.88,10,2
05252,7904.26,1,4
05253,9061.33,9,1
